"master_d","s.no","article","paper_co","page","readersh","v7","area","length","breadth","type","position","positio2","category","topic","brand","areacode","city","nppr","dow","pprcity","pprdow","citydow","all3var","v7recode","pagetype","ReaderShClass"
1.00002,2,"2",1,"1",50,1,377,19.4164878389476,19.4164878389476,3,10,13,0,5,"",4,1,2,2,4,4,2,8,1,2,"High"
1.00003,3,"3",1,"1",50,2,244,20.3,12,3,10,0,5,0,"JOYALUKKAS",4,1,2,2,4,4,2,8,2,2,"High"
1.00007,7,"7",1,"1",50,1,86,20,4.3,1,18,17,0,5,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00016,16,"8",1,"2",100,1,178,23.1,7.7,1,3,0,0,15,"",3,1,2,2,4,4,2,8,1,1,"High"
1.00017,17,"9",1,"2",50,1,125,15.6,8,1,5,0,0,5,"",3,1,2,2,4,4,2,8,1,1,"High"
1.00019,19,"1",1,"3",100,1,107,8.9,12,3,10,0,0,5,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00021,21,"3",1,"3",100,2,247,20.6,12,3,12,0,2,0,"MAHINDRA DZ",4,1,2,2,4,4,2,8,2,2,"High"
1.00026,26,"8",1,"3",100,1,125,15,8.3,3,18,0,0,5,"",3,1,2,2,4,4,2,8,1,2,"High"
1.0003,30,"1",1,"4",100,1,257,7.9,32.5,3,1,4,0,5,"",4,1,2,2,4,4,2,8,1,1,"High"
1.00031,31,"2",1,"4",50,1,517,22.7376340018041,22.7376340018041,3,1,9,0,5,"",4,1,2,2,4,4,2,8,1,1,"High"
1.00032,32,"3",1,"4",50,1,123,15.4,8,3,5,0,0,5,"",3,1,2,2,4,4,2,8,1,1,"High"
1.00033,33,"4",1,"4",100,1,211,10.3,20.5,3,3,9,0,2,"",4,1,2,2,4,4,2,8,1,1,"High"
1.00034,34,"5",1,"4",50,1,118,10,11.8,3,5,0,0,5,"",2,1,2,2,4,4,2,8,1,1,"High"
1.00035,35,"6",1,"4",50,1,108,12.7,8.5,1,8,0,0,1,"",2,1,2,2,4,4,2,8,1,1,"High"
1.00036,36,"7",1,"4",100,1,260,12.7,20.5,3,8,0,0,13,"",4,1,2,2,4,4,2,8,1,1,"High"
1.00041,41,"4",1,"7",100,1,122,9.8,12.4,3,16,0,0,5,"",3,1,2,2,4,4,2,8,1,2,"High"
1.00042,42,"5",1,"7",50,1,81,9.8,8.3,1,13,0,0,5,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00043,43,"6",1,"7",100,1,210,12.6,16.7,3,16,18,0,5,"",4,1,2,2,4,4,2,8,1,2,"High"
1.0005,50,"2",1,"13",50,1,116,14,8.3,1,10,12,0,11,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00051,51,"3",1,"13",50,1,96,7.8,12.3,3,12,0,0,4,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00052,52,"4",1,"13",50,1,96,7.8,12.3,3,11,12,0,3,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00053,53,"5",1,"13",100,1,111,9,12.3,3,11,0,0,3,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00054,54,"6",1,"13",100,1,174,10.7,16.3,3,16,0,0,11,"",3,1,2,2,4,4,2,8,1,2,"High"
1.00055,55,"7",1,"13",50,1,59,14,4.2,1,16,18,0,11,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00056,56,"8",1,"13",100,1,176,14,12.6,3,16,18,0,11,"",3,1,2,2,4,4,2,8,1,2,"High"
1.00062,62,"14",1,"13",100,1,215,13.2,16.3,3,14,0,0,3,"",4,1,2,2,4,4,2,8,1,2,"High"
1.00068,68,"20",1,"13",50,1,92,11.5,8,3,18,0,0,4,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00069,69,"1",1,"14",50,1,182,13.490737563232,13.490737563232,3,1,7,0,6,"",3,1,2,2,4,4,2,8,1,1,"High"
1.00072,72,"4",1,"14",100,2,813,25,32.5,3,2,5,2,0,"HONDA (DREAM YUGA)",4,1,2,2,4,4,2,8,2,1,"High"
1.00073,73,"5",1,"14",100,2,406,25.4,16,3,4,6,1,0,"NANO",4,1,2,2,4,4,2,8,2,1,"High"
1.00075,75,"2",1,"15",50,1,315,17.7482393492988,17.7482393492988,3,10,0,0,5,"",4,1,2,2,4,4,2,8,1,2,"High"
1.0008,80,"7",1,"15",100,2,320,16,20,3,17,14,9,0,"PREETHI",4,1,2,2,4,4,2,8,2,2,"High"
1.00081,81,"8",1,"15",100,2,180,15,12,3,11,0,11,0,"POORVIKA",3,1,2,2,4,4,2,8,2,2,"High"
1.00082,82,"1",1,"17",50,1,349,29.6,11.8,3,10,12,0,5,"",4,1,2,2,4,4,2,8,1,2,"High"
1.00083,83,"2",1,"17",100,1,231,11,21,3,16,13,0,5,"",4,1,2,2,4,4,2,8,1,2,"High"
1.00084,84,"3",1,"17",50,1,164,18.8,8.7,1,18,0,0,5,"",3,1,2,2,4,4,2,8,1,2,"High"
1.00085,85,"4",1,"17",50,1,103,8.6,12,1,15,0,0,5,"",2,1,2,2,4,4,2,8,1,2,"High"
1.00086,86,"5",1,"17",50,1,122,10.2,12,1,15,0,0,5,"",3,1,2,2,4,4,2,8,1,2,"High"
1.00087,87,"6",1,"17",50,2,683,21,32.5,3,11,14,20,0,"PRASANTH HOSPITAL",4,1,2,2,4,4,2,8,2,2,"High"
1.00088,1,"1",2,"1",25,2,25,4.1,6.1,3,10,0,6,0,"ANAND",1,1,3,2,7,6,2,14,2,2,"Low"
1.00089,2,"2",2,"1",25,2,24,4,6,3,13,0,5,0,"JAYACHANDRAN GOLD HOUSE",1,1,3,2,7,6,2,14,2,2,"Low"
1.0009,3,"3",2,"1",75,1,307,15.2,20.2,1,10,16,0,1,"",4,1,3,2,7,6,2,14,1,2,"High"
1.00091,4,"4",2,"1",25,2,242,20,12.1,3,13,0,5,0,"TATA GOLD",4,1,3,2,7,6,2,14,2,2,"Low"
1.00092,5,"5",2,"1",75,1,172,10.5,16.4,1,12,0,0,1,"",3,1,3,2,7,6,2,14,1,2,"High"
1.00094,7,"7",2,"1",50,2,334,20.5,16.3,3,11,0,11,0,"RELIANCE",4,1,3,2,7,6,2,14,2,2,"High"
1.00095,8,"8",2,"1",25,2,414,25.4,16.3,3,14,15,3,0,"LIC",4,1,3,2,7,6,2,14,2,2,"Low"
1.00096,9,"1",2,"2",33.33333333,1,101,12.8,7.9,1,1,0,0,5,"",2,1,3,2,7,6,2,14,1,1,"Low"
1.00097,10,"2",2,"2",33.33333333,1,103,13,7.9,3,3,1,0,5,"",2,1,3,2,7,6,2,14,1,1,"Low"
1.00098,11,"3",2,"2",66.66666667,1,330,18.1659021245849,18.1659021245849,3,7,4,0,13,"",4,1,3,2,7,6,2,14,1,1,"High"
1.00099,12,"4",2,"2",33.33333333,1,171,9.3,18.4,3,9,0,0,13,"",3,1,3,2,7,6,2,14,1,1,"Low"
1.001,13,"5",2,"2",100,1,165,10.2,16.2,3,9,0,0,5,"",3,1,3,2,7,6,2,14,1,1,"High"
1.00101,14,"6",2,"2",100,1,85,10.7,7.9,2,6,0,0,5,"",2,1,3,2,7,6,2,14,1,1,"High"
1.00102,15,"7",2,"2",66.66666667,1,81,10.2,7.9,3,6,0,0,5,"",2,1,3,2,7,6,2,14,1,1,"High"
1.00103,16,"8",2,"2",100,1,170,10.5,16.2,2,9,8,0,5,"",3,1,3,2,7,6,2,14,1,1,"High"
1.00104,17,"9",2,"2",66.66666667,1,213,8.7,24.5,3,8,5,0,5,"",4,1,3,2,7,6,2,14,1,1,"High"
1.00105,18,"10",2,"2",66.66666667,1,149,18.8,7.9,3,2,0,0,5,"",3,1,3,2,7,6,2,14,1,1,"High"
1.00106,19,"11",2,"2",33.33333333,2,30,3.8,7.9,1,2,0,23,0,"DINAMALAR",1,1,3,2,7,6,2,14,2,1,"Low"
1.00108,21,"2",2,"3",33.33333333,1,100,12.5,8,1,3,0,0,11,"",2,1,3,2,7,6,2,14,1,1,"Low"
1.00112,25,"6",2,"3",66.66666667,1,162,13.3,12.2,2,9,0,0,11,"",3,1,3,2,7,6,2,14,1,1,"High"
1.00114,27,"8",2,"3",33.33333333,1,167,10.2,16.4,1,9,8,0,11,"",3,1,3,2,7,6,2,14,1,1,"Low"
1.00116,29,"10",2,"3",100,1,276,11.2,24.6,1,8,5,0,11,"",4,1,3,2,7,6,2,14,1,1,"High"
1.00117,30,"1",2,"4",50,1,345,13.9,24.8,3,10,16,0,0,"",4,1,3,2,7,6,2,14,1,2,"High"
1.00118,31,"2",2,"4",25,1,96,12,8,1,13,0,0,5,"",2,1,3,2,7,6,2,14,1,2,"Low"
1.00119,32,"3",2,"4",25,1,118,14.7,8,1,12,0,0,5,"",2,1,3,2,7,6,2,14,1,2,"Low"
1.0012,33,"4",2,"4",50,1,315,17.7482393492988,17.7482393492988,3,18,0,0,5,"",4,1,3,2,7,6,2,14,1,2,"High"
1.00122,35,"6",2,"4",25,2,324,20.1,16.1,3,11,0,14,0,"SUBBALAKSHMI LAKSHMIPATHY COLLEGE OF SCIENCE",4,1,3,2,7,6,2,14,2,2,"Low"
1.00127,40,"1",2,"7",66.66666667,1,72,9,8,1,10,0,0,2,"",2,1,3,2,7,6,2,14,1,2,"High"
1.00133,46,"7",2,"7",66.66666667,1,137,8.3,16.5,1,16,0,0,5,"",3,1,3,2,7,6,2,14,1,2,"High"
1.00134,47,"8",2,"7",100,1,155,9.4,16.5,2,16,0,0,5,"",3,1,3,2,7,6,2,14,1,2,"High"
1.00135,48,"9",2,"7",66.66666667,1,110,10.4880884817015,10.4880884817015,1,18,0,0,5,"",2,1,3,2,7,6,2,14,1,2,"High"
1.00136,49,"10",2,"7",66.66666667,1,62,7.7,8,1,18,0,0,5,"",2,1,3,2,7,6,2,14,1,2,"High"
1.00139,52,"13",2,"7",66.66666667,1,58,7.2,8,1,13,0,0,5,"",2,1,3,2,7,6,2,14,1,2,"High"
1.00147,60,"1",2,"15",66.66666667,1,105,13.1,8,1,10,0,0,8,"",2,1,3,2,7,6,2,14,1,2,"High"
1.00148,61,"2",2,"15",33.33333333,1,75,9.4,8,1,12,0,0,8,"",2,1,3,2,7,6,2,14,1,2,"Low"
1.00149,62,"3",2,"15",66.66666667,1,244,12.4,19.7,2,16,0,0,8,"",4,1,3,2,7,6,2,14,1,2,"High"
1.0015,63,"4",2,"15",33.33333333,1,59,12.3,4.8,1,13,0,0,8,"",2,1,3,2,7,6,2,14,1,2,"Low"
1.00151,64,"5",2,"15",33.33333333,1,247,10,24.7,1,18,0,0,8,"",4,1,3,2,7,6,2,14,1,2,"Low"
1.00152,65,"6",2,"15",33.33333333,1,121,4.9,24.7,1,15,18,0,8,"",3,1,3,2,7,6,2,14,1,2,"Low"
1.00153,66,"7",2,"15",33.33333333,1,152,9.3,16.3,1,18,0,0,8,"",3,1,3,2,7,6,2,14,1,2,"Low"
1.00154,67,"8",2,"15",33.33333333,1,86,10.8,8,1,14,0,0,8,"",2,1,3,2,7,6,2,14,1,2,"Low"
1.00155,68,"9",2,"15",66.66666667,1,90,11.3,8,1,14,0,0,8,"",2,1,3,2,7,6,2,14,1,2,"High"
1.00156,69,"10",2,"15",100,1,316,12.8,24.7,2,11,0,0,8,"",4,1,3,2,7,6,2,14,1,2,"High"
1.00158,71,"1",2,"16",100,1,205,10,20.5,3,1,7,0,5,"",3,1,3,2,7,6,2,14,1,1,"High"
1.00159,72,"2",2,"16",33.33333333,1,129,6.3,20.5,1,1,7,0,13,"",3,1,3,2,7,6,2,14,1,1,"Low"
1.00162,75,"5",2,"16",33.33333333,1,102,12.8,8,1,3,0,0,13,"",2,1,3,2,7,6,2,14,1,1,"Low"
1.00164,77,"7",2,"16",33.33333333,1,47,3.9,12.1,1,4,0,0,5,"",1,1,3,2,7,6,2,14,1,1,"Low"
1.00166,79,"9",2,"16",33.33333333,2,320,16,20,3,9,5,2,0,"YAMAHA",4,1,3,2,7,6,2,14,2,1,"Low"
1.00168,81,"1",2,"S-1",66.66666667,1,82,13.3,6.2,1,10,0,0,5,"",2,1,3,2,7,6,2,14,1,2,"High"
1.00171,84,"4",2,"S-1",33.33333333,1,353,19.5,18.1,1,16,0,0,5,"",4,1,3,2,7,6,2,14,1,2,"Low"
1.00172,85,"5",2,"S-1",33.33333333,1,73,9.2,7.9,1,13,0,0,5,"",2,1,3,2,7,6,2,14,1,2,"Low"
1.00173,86,"6",2,"S-1",33.33333333,1,163,12.7671453348037,12.7671453348037,1,18,0,0,13,"",3,1,3,2,7,6,2,14,1,2,"Low"
1.00175,88,"8",2,"S-1",66.66666667,2,415,25.3,16.4,3,14,0,15,0,"BILLA 2",4,1,3,2,7,6,2,14,2,2,"High"
1.00176,89,"9",2,"S-1",33.33333333,1,58,7.2,8.1,1,17,0,0,5,"",2,1,3,2,7,6,2,14,1,2,"Low"
1.00177,90,"1",2,"S-4",50,1,200,25,8,1,1,0,0,7,"",3,1,3,2,7,6,2,14,1,1,"High"
1.00178,91,"2",2,"S-4",50,2,406,25.2,16.1,3,2,0,15,0,"URUMI",4,1,3,2,7,6,2,14,2,1,"High"
1.00181,94,"5",2,"S-4",25,1,81,10.1,8,1,3,0,0,5,"",2,1,3,2,7,6,2,14,1,1,"Low"
1.00186,1,"1",3,"1",100,1,468,21.6333076527839,21.6333076527839,3,7,13,0,1,"",4,1,1,2,1,2,2,2,1,1,"High"
1.00187,2,"2",3,"1",66.66666667,2,128,10.7,12,3,12,0,5,0,"KFJ GOLD",3,1,1,2,1,2,2,2,2,2,"High"
1.00188,3,"3",3,"1",91.66666667,2,400,25,16,3,11,12,11,0,"UNIVER CELL",4,1,1,2,1,2,2,2,2,2,"High"
1.00189,4,"4",3,"1",66.66666667,2,42,5.2,8,3,18,0,19,0,"NO NAME",1,1,1,2,1,2,2,2,2,2,"High"
1.0019,5,"5",3,"1",41.66666667,2,96,12,8,3,15,0,19,0,"SAKTHI",2,1,1,2,1,2,2,2,2,2,"Low"
1.00191,6,"6",3,"1",41.66666667,2,40,5,8,3,15,0,3,0,"IIFL",1,1,1,2,1,2,2,2,2,2,"Low"
1.00192,7,"7",3,"1",66.66666667,2,243,15.2,16,3,14,0,1,0,"TATA",4,1,1,2,1,2,2,2,2,2,"High"
1.00193,8,"8",3,"1",41.66666667,2,29,4.4,6.7,3,10,0,5,0,"SREE KUMARAN",1,1,1,2,1,2,2,2,2,2,"Low"
1.00194,9,"9",3,"1",16.66666667,2,29,4.4,6.7,3,13,0,5,0,"JAYACHANDRAN GOLD HOUSE",1,1,1,2,1,2,2,2,2,2,"Low"
1.00196,11,"1",3,"2",33.33333333,1,190,7.6,25,2,1,7,0,5,"",3,1,1,2,1,2,2,2,1,1,"Low"
1.00197,12,"2",3,"2",41.66666667,1,186,22.7,8.2,1,4,0,0,1,"",3,1,1,2,1,2,2,2,1,1,"Low"
1.00198,13,"3",3,"2",58.33333333,1,213,8.5,25,3,1,7,0,13,"",4,1,1,2,1,2,2,2,1,1,"High"
1.00199,14,"4",3,"2",41.66666667,1,41,5,8.2,1,6,0,0,8,"",1,1,1,2,1,2,2,2,1,1,"Low"
1.002,15,"5",3,"2",33.33333333,2,240,20,12,3,5,0,20,0,"PRASTH CHILD SPECIAL HOSPITAL",4,1,1,2,1,2,2,2,2,1,"Low"
1.00201,16,"6",3,"2",25,1,108,12.8,8.4,1,8,0,0,5,"",2,1,1,2,1,2,2,2,1,1,"Low"
1.00202,17,"7",3,"2",66.66666667,1,504,22.4499443206436,22.4499443206436,3,9,2,0,13,"",4,1,1,2,1,2,2,2,1,1,"High"
1.00203,18,"8",3,"2",50,1,158,19.5,8.1,1,2,0,0,13,"",3,1,1,2,1,2,2,2,1,1,"High"
1.00204,19,"1",3,"3",75,1,189,13.7477270848675,13.7477270848675,1,10,0,0,1,"",3,1,1,2,1,2,2,2,1,2,"High"
1.00205,20,"2",3,"3",25,1,48,6.92820323027551,6.92820323027551,1,16,0,0,1,"",1,1,1,2,1,2,2,2,1,2,"Low"
1.00206,21,"3",3,"3",16.66666667,2,40,5,8,1,13,0,19,0,"SUN TEAM",1,1,1,2,1,2,2,2,2,2,"Low"
1.00207,22,"4",3,"3",8.333333333,2,28,7.1,4,1,13,0,14,0,"ANNAMAL",1,1,1,2,1,2,2,2,2,2,"Low"
1.00208,23,"5",3,"3",8.333333333,2,160,10,16,3,13,0,4,0,"TIGER AIRWAYS",3,1,1,2,1,2,2,2,2,2,"Low"
1.00209,24,"6",3,"3",33.33333333,1,28,7,4,2,18,0,0,5,"",1,1,1,2,1,2,2,2,1,2,"Low"
1.0021,25,"7",3,"3",66.66666667,2,240,20,12,2,10,12,11,0,"POORVIKA",4,1,1,2,1,2,2,2,2,2,"High"
1.00211,26,"8",3,"3",41.66666667,2,320,20,16,3,15,0,9,0,"HP PRINTER",4,1,1,2,1,2,2,2,2,2,"Low"
1.00212,27,"9",3,"3",41.66666667,2,244,20.3,12,3,11,0,19,0,"SCP GARDEN",4,1,1,2,1,2,2,2,2,2,"Low"
1.00213,28,"10",3,"3",50,2,240,12,20,3,17,14,1,0,"MAHINDRA RISE",4,1,1,2,1,2,2,2,2,2,"High"
1.00214,29,"11",3,"3",25,1,72,18,4,1,18,0,0,13,"",2,1,1,2,1,2,2,2,1,2,"Low"
1.00215,30,"1",3,"4",18.18181818,1,240,30,8,1,1,3,0,5,"",4,1,1,2,1,2,2,2,1,1,"Low"
1.00216,31,"2",3,"4",36.36363636,1,209,12.5,16.7,3,7,0,0,1,"",4,1,1,2,1,2,2,2,1,1,"Low"
1.00218,33,"4",3,"4",36.36363636,1,144,18,8,3,4,0,0,15,"",3,1,1,2,1,2,2,2,1,1,"Low"
1.00219,34,"5,6",3,"4",36.36363636,1,381,31,12.3,3,5,6,0,13,"",4,1,1,2,1,2,2,2,1,1,"Low"
1.0022,35,"7",3,"4",45.45454545,1,188,23.5,8,3,7,9,0,15,"",3,1,1,2,1,2,2,2,1,1,"Low"
1.00222,37,"9",3,"4",54.54545455,1,63,7.5,8.4,1,2,0,0,5,"",2,1,1,2,1,2,2,2,1,1,"High"
1.00223,38,"10",3,"4",45.45454545,1,35,8.8,4,2,9,0,0,5,"",1,1,1,2,1,2,2,2,1,1,"Low"
1.00224,39,"1",3,"7",81.81818182,1,482,21.9544984001001,21.9544984001001,2,16,13,0,6,"",4,1,1,2,1,2,2,2,1,2,"High"
1.00225,40,"2,3",3,"7",54.54545455,1,375,30,12.5,2,10,12,0,1,"",4,1,1,2,1,2,2,2,1,2,"High"
1.00226,41,"4",3,"7",90.90909091,1,178,13.3416640641263,13.3416640641263,2,11,0,0,5,"",3,1,1,2,1,2,2,2,1,2,"High"
1.00227,42,"5",3,"7",45.45454545,1,60,7.2,8.3,1,11,0,0,1,"",2,1,1,2,1,2,2,2,1,2,"Low"
1.00228,43,"6",3,"7",27.27272727,1,72,8.7,8.3,1,18,0,0,1,"",2,1,1,2,1,2,2,2,1,2,"Low"
1.00229,44,"7",3,"7",27.27272727,1,80,8.94427190999916,8.94427190999916,1,17,0,0,8,"",2,1,1,2,1,2,2,2,1,2,"Low"
1.0023,45,"8",3,"7",18.18181818,1,134,11.5758369027902,11.5758369027902,1,15,0,0,1,"",3,1,1,2,1,2,2,2,1,2,"Low"
1.00233,48,"11",3,"7",9.090909091,2,64,8,8,1,17,0,25,0,"NO NAME",2,1,1,2,1,2,2,2,2,2,"Low"
1.00234,49,"1",3,"15",91.66666667,1,122,10.2,12,3,10,0,0,8,"",3,1,1,2,1,2,2,2,1,2,"High"
1.00235,50,"2",3,"15",66.66666667,1,123,11.0905365064094,11.0905365064094,1,10,0,0,8,"",3,1,1,2,1,2,2,2,1,2,"High"
1.00236,51,"3",3,"15",83.33333333,1,216,10.2,21.2,3,16,0,0,5,"",4,1,1,2,1,2,2,2,1,2,"High"
1.00237,52,"4",3,"15",50,2,318,15,21.2,3,13,0,23,0,"DAILY THANTHI",4,1,1,2,1,2,2,2,2,2,"High"
1.00238,53,"5",3,"15",58.33333333,2,813,25,32.5,3,11,14,38,0,"JAYPEE CEMENT",4,1,1,2,1,2,2,2,2,2,"High"
1.00239,54,"6",3,"15",33.33333333,1,60,7.4,8.1,1,10,0,0,2,"",2,1,1,2,1,2,2,2,1,2,"Low"
1.0024,55,"1",3,"16",50,1,129,6.2,20.8,1,7,4,0,1,"",3,1,1,2,1,2,2,2,1,1,"High"
1.00241,56,"2",3,"16",58.33333333,2,320,16,20,3,7,4,2,0,"SUZUKI",4,1,1,2,1,2,2,2,2,1,"High"
1.00242,57,"3",3,"16",41.66666667,1,125,10,12.5,3,1,0,0,1,"",3,1,1,2,1,2,2,2,1,1,"Low"
1.00243,58,"4",3,"16",91.66666667,1,220,14.8323969741913,14.8323969741913,3,1,3,0,1,"",4,1,1,2,1,2,2,2,1,1,"High"
1.00244,59,"5",3,"16",16.66666667,2,88,11,8,2,3,0,14,0,"APOLLO ARTS & SCIENCE COLLEGE",2,1,1,2,1,2,2,2,2,1,"Low"
1.00245,60,"6",3,"16",25,2,180,15,12,3,2,0,14,0,"KINGS ENGINEERING COLLEGE",3,1,1,2,1,2,2,2,2,1,"Low"
1.00246,61,"7",3,"16",50,2,564,28.2,20,3,6,5,1,0,"FIAT",4,1,1,2,1,2,2,2,2,1,"High"
1.00247,62,"1",3,"17",58.33333333,1,114,14.3,8,3,10,0,0,5,"",2,1,1,2,1,2,2,2,1,2,"High"
1.00248,63,"2",3,"17",66.66666667,1,184,14.6,12.6,1,16,0,0,5,"",3,1,1,2,1,2,2,2,1,2,"High"
1.00249,64,"3",3,"17",83.33333333,1,260,16.1245154965971,16.1245154965971,3,13,0,0,5,"",4,1,1,2,1,2,2,2,1,2,"High"
1.0025,65,"4",3,"17",50,1,65,7.8,8.3,1,15,0,0,5,"",2,1,1,2,1,2,2,2,1,2,"High"
1.00251,66,"5",3,"17",33.33333333,1,41,4.8,8.5,1,18,0,0,5,"",1,1,1,2,1,2,2,2,1,2,"Low"
1.00252,67,"6",3,"17",25,1,44,5.2,8.5,1,18,0,0,5,"",1,1,1,2,1,2,2,2,1,2,"Low"
1.00253,68,"7",3,"17",25,1,44,5.2,8.5,1,18,0,0,5,"",1,1,1,2,1,2,2,2,1,2,"Low"
1.00254,69,"8",3,"17",25,1,55,6.5,8.5,1,18,0,0,5,"",1,1,1,2,1,2,2,2,1,2,"Low"
1.00255,70,"9",3,"17",58.33333333,1,193,13.8924439894498,13.8924439894498,3,11,0,0,5,"",3,1,1,2,1,2,2,2,1,2,"High"
1.00256,71,"10",3,"17",75,1,118,9.6,12.3,3,12,0,0,5,"",2,1,1,2,1,2,2,2,1,2,"High"
1.00257,72,"11",3,"17",50,1,166,9.9,16.8,1,17,0,0,5,"",3,1,1,2,1,2,2,2,1,2,"High"
1.00258,73,"12",3,"17",50,2,240,20,12,3,14,0,3,0,"LIC HFL",4,1,1,2,1,2,2,2,2,2,"High"
1.00259,74,"1",3,"24",50,2,68,6.2,11,3,1,0,15,0,"MAYAAJAL",2,1,1,2,1,2,2,2,2,1,"High"
1.0026,75,"2",3,"24",40,2,110,10,11,3,7,0,15,0,"KURUMBU KARA PASANGA",2,1,1,2,1,2,2,2,2,1,"Low"
1.00261,76,"3",3,"24",60,2,55,5,11,3,4,0,15,0,"NAAN EE",1,1,1,2,1,2,2,2,2,1,"High"
1.00262,77,"4",3,"24",70,2,165,15,11,3,4,0,15,0,"AMMAWIN KAI PEASI",3,1,1,2,1,2,2,2,2,1,"High"
1.00263,78,"5",3,"24",50,2,110,10,11,3,7,0,15,0,"NALAI ENATHU NAAL",2,1,1,2,1,2,2,2,2,1,"High"
1.00264,79,"6",3,"24",70,2,63,5.7,11,3,1,0,15,0,"INOX",2,1,1,2,1,2,2,2,2,1,"High"
1.00265,80,"7",3,"24",60,2,66,6,11,3,1,0,15,0,"ABIRAMI",2,1,1,2,1,2,2,2,2,1,"High"
1.00266,81,"8",3,"24",70,2,165,15,11,3,3,0,15,0,"KING",3,1,1,2,1,2,2,2,2,1,"High"
1.00267,82,"9",3,"24",60,2,165,15,11,3,9,0,15,0,"POLLANGU",3,1,1,2,1,2,2,2,2,1,"High"
1.00268,83,"10",3,"24",40,2,165,15,11,3,6,0,15,0,"KARUPALAKI",3,1,1,2,1,2,2,2,2,1,"Low"
1.00269,84,"11",3,"24",50,2,165,15,11,3,2,0,15,0,"AACHIREANGAL",3,1,1,2,1,2,2,2,2,1,"High"
1.0027,85,"12",3,"24",60,2,165,15,11,3,8,0,15,0,"SATHIREA VAMSAM",3,1,1,2,1,2,2,2,2,1,"High"
1.00271,86,"13",3,"24",30,2,165,15,11,3,5,0,15,0,"PEACHIYAKKA MARUMAGAL",3,1,1,2,1,2,2,2,2,1,"Low"
1.00272,1,"1",5,"1",40,2,24,4,6,3,10,0,39,0,"IDEAL",1,3,3,2,9,6,6,18,2,2,"Low"
1.00274,3,"3",5,"1",60,1,242,14.6,16.6,1,10,16,0,1,"",4,3,3,2,9,6,6,18,1,2,"High"
1.0028,9,"9",5,"1",20,2,27,7,3.8,1,12,0,14,0,"ST.MICHAEL INSTITUTE OF ENGINEERING TECHNOLOGY",1,3,3,2,9,6,6,18,2,2,"Low"
1.00281,10,"10",5,"1",80,2,325,10,32.5,3,11,14,20,0,"RAKSHA HOSPITAL",4,3,3,2,9,6,6,18,2,2,"High"
1.00282,11,"11",5,"1",60,2,302,15.2,19.9,3,18,15,7,0,"INDULEKHA",4,3,3,2,9,6,6,18,2,2,"High"
1.00285,14,"14",5,"1",80,1,149,9.2,16.2,1,13,0,0,1,"",3,3,3,2,9,6,6,18,1,2,"High"
1.00287,16,"2",5,"2",20,1,103,13.1,7.9,1,3,0,0,0,"",2,3,3,2,9,6,6,18,1,1,"Low"
1.00289,18,"4",5,"2",80,1,304,17.4355957741627,17.4355957741627,1,7,4,0,0,"",4,3,3,2,9,6,6,18,1,1,"High"
1.00291,20,"6",5,"2",20,1,155,9.5,16.3,1,9,0,0,0,"",3,3,3,2,9,6,6,18,1,1,"Low"
1.00292,21,"7",5,"2",40,1,226,9.2,24.6,1,8,5,0,5,"",4,3,3,2,9,6,6,18,1,1,"Low"
1.00293,22,"8",5,"2",20,1,82,10.5,7.8,3,6,0,0,5,"",2,3,3,2,9,6,6,18,1,1,"Low"
1.00295,24,"1",5,"3",20,2,156,13,12,3,10,0,10,0,"sleep well",3,3,3,2,9,6,6,18,2,2,"Low"
1.00297,26,"3",5,"3",60,2,236,19.7,12,3,11,0,12,0,"DELL",4,3,3,2,9,6,6,18,2,2,"High"
1.00298,27,"4",5,"3",20,2,97,12.1,8,3,16,0,8,0,"ROSHAN THE BAG MALL",2,3,3,2,9,6,6,18,2,2,"Low"
1.00302,31,"8",5,"3",20,2,240,12,20,3,14,0,9,0,"USHA",4,3,3,2,9,6,6,18,2,2,"Low"
1.00305,34,"11",5,"3",60,2,320,20,16,3,15,0,11,0,"RELIANCE",4,3,3,2,9,6,6,18,2,2,"High"
1.00307,36,"2",5,"4",40,1,97,11.5,8.4,1,3,0,0,6,"",2,3,3,2,9,6,6,18,1,1,"Low"
1.00308,37,"3",5,"4",60,1,132,11,12,3,2,0,0,6,"",3,3,3,2,9,6,6,18,1,1,"High"
1.00311,40,"6",5,"4",40,1,104,14.2,7.3,3,8,0,0,6,"",2,3,3,2,9,6,6,18,1,1,"Low"
1.00312,41,"7",5,"4",40,1,46,7.7,6,3,4,0,0,6,"",1,3,3,2,9,6,6,18,1,1,"Low"
1.00313,42,"8",5,"4",40,1,86,11.3,7.6,3,5,0,0,6,"",2,3,3,2,9,6,6,18,1,1,"Low"
1.00314,43,"1",5,"7",20,1,116,14.5,8,1,10,0,0,5,"",2,3,3,2,9,6,6,18,1,2,"Low"
