"master_d","s.no","article","paper_co","page","readersh","v7","area","length","breadth","type","position","positio2","category","topic","brand","areacode","city","nppr","dow","pprcity","pprdow","citydow","all3var","v7recode","pagetype","ReaderShClass"
1.02269,81,"14",41,"16",60,2,140,11.7,12,3,4,0,14,0,"FATIMA MICHAEL COLLEGE ENG.",3,3,3,1,9,5,5,17,2,1,"High"
1.02274,86,"3",41,"17",60,2,400,25,16,3,10,12,19,0," CITY PARK",4,3,3,1,9,5,5,17,2,2,"High"
1.02275,87,"4",41,"17",40,2,325,10,32.5,3,17,0,21,0,"EXHIBITION",4,3,3,1,9,5,5,17,2,2,"Low"
1.02276,88,"5",41,"17",100,1,105,8.5,12.3,1,16,0,5,0,"",2,3,3,1,9,5,5,17,1,2,"High"
1.0228,92,"9",41,"17",40,2,47,6,7.9,3,13,0,11,0,"NOKIA",1,3,3,1,9,5,5,17,2,2,"Low"
1.02281,93,"1",41,"20",60,1,63,7.9,8,1,1,0,0,5,"",2,3,3,1,9,5,5,17,1,1,"High"
1.02286,98,"6",41,"20",60,1,187,11.5,16.3,3,7,0,0,5,"",3,3,3,1,9,5,5,17,1,1,"High"
1.02287,99,"7",41,"20",40,1,114,7,16.3,1,7,0,0,5,"",2,3,3,1,9,5,5,17,1,1,"Low"
1.02288,100,"8",41,"20",40,1,179,11,16.3,1,9,0,0,5,"",3,3,3,1,9,5,5,17,1,1,"Low"
1.0229,102,"10",41,"20",40,1,77,8.2,9.4,1,9,0,0,11,"",2,3,3,1,9,5,5,17,1,1,"Low"
1.02291,103,"11",41,"20",20,1,32,9.3,3.4,1,9,0,0,11,"",1,3,3,1,9,5,5,17,1,1,"Low"
1.02292,104,"12",41,"20",20,1,51,10.2,5,1,8,0,0,5,"",1,3,3,1,9,5,5,17,1,1,"Low"
1.02294,106,"14",41,"20",40,1,108,13.5,8,1,4,0,0,5,"",2,3,3,1,9,5,5,17,1,1,"Low"
1.02303,3,"3",42,"1",20,2,80,10,8,3,10,0,14,0,"APOLLO",2,3,1,1,3,1,5,5,2,2,"Low"
1.02304,4,"4",42,"1",50,2,237,14.9,15.9,3,12,0,1,0,"TATA MOTORS",4,3,1,1,3,1,5,5,2,2,"High"
1.02305,5,"5",42,"1",40,2,400,20.2,19.8,3,11,0,6,0,"THANGA MAIL",4,3,1,1,3,1,5,5,2,2,"Low"
1.02307,7,"7",42,"1",10,2,40,5,8,1,13,0,14,0,"MADURAI INSTITUTE OF ENGINEERING TECHNOLOGY",1,3,1,1,3,1,5,5,2,2,"Low"
1.02308,8,"8",42,"1",40,2,40,5,8,1,15,0,14,0,"KARAIKUDI INSTITUTE TECHNOLOGY",1,3,1,1,3,1,5,5,2,2,"Low"
1.02309,9,"9",42,"1",30,3,40,5,8,1,15,0,0,0,"",1,3,1,1,3,1,5,5,3,2,"Low"
1.0231,10,"10",42,"1",10,2,40,5,8,1,15,0,14,0,"FATIMA MICHAEL COLLEGE",1,3,1,1,3,1,5,5,2,2,"Low"
1.02311,11,"11",42,"1",40,2,180,15,12,3,14,0,24,0,"WONDER LA",3,3,1,1,3,1,5,5,2,2,"Low"
1.02313,13,"2",42,"2",100,1,243,15.5884572681199,15.5884572681199,1,1,3,0,1,"",4,3,1,1,3,1,5,5,1,1,"High"
1.02314,14,"3",42,"2",70,3,56,7,8,1,3,0,0,0,"",1,3,1,1,3,1,5,5,3,1,"High"
1.02315,15,"4",42,"2",80,3,40,5,7.9,1,9,0,0,0,"",1,3,1,1,3,1,5,5,3,1,"High"
1.02316,16,"5",42,"2",70,3,82,10.3,8,1,3,0,0,0,"",2,3,1,1,3,1,5,5,3,1,"High"
1.02317,17,"6",42,"2",10,3,82,10.3,8,1,9,0,0,0,"",2,3,1,1,3,1,5,5,3,1,"Low"
1.02319,19,"8",42,"2",10,2,96,8,12,1,2,0,6,0,"VIJAY MAHAL",2,3,1,1,3,1,5,5,2,1,"Low"
1.0232,20,"9",42,"2",10,2,330,10,33,3,2,8,21,0,"KALYAN EXHIBITION",4,3,1,1,3,1,5,5,2,1,"Low"
1.02322,22,"11",42,"2",30,2,24,3,8.1,1,4,0,0,2,"",1,3,1,1,3,1,5,5,2,1,"Low"
1.02323,23,"12",42,"2",20,2,119,10,11.9,2,4,0,2,0,"SREE PANDIAN TVS",2,3,1,1,3,1,5,5,2,1,"Low"
1.02324,24,"13",42,"2",20,2,190,16,11.9,3,6,0,6,0,"AISHWARIYA'S SILK",3,3,1,1,3,1,5,5,2,1,"Low"
1.02325,25,"1,2",42,"3",100,1,313,17.6918060129541,17.6918060129541,3,10,0,0,5,"",4,3,1,1,3,1,5,5,1,2,"High"
1.02326,26,"3",42,"3",100,2,24,6,4,3,12,18,17,0,"DORENEY",1,3,1,1,3,1,5,5,2,2,"High"
1.02328,28,"5",42,"3",20,2,248,15,16.5,2,11,17,1,0,"TATA (ABI INDEX)",4,3,1,1,3,1,5,5,2,2,"Low"
1.02329,29,"6",42,"3",100,1,212,14.560219778561,14.560219778561,1,16,0,0,1,"",4,3,1,1,3,1,5,5,1,2,"High"
1.0233,30,"7",42,"3",30,1,34,8.5,4,2,16,0,0,5,"",1,3,1,1,3,1,5,5,1,2,"Low"
1.02332,32,"9",42,"3",10,2,56,7,8,2,18,12,14,0,"RAMA GROUP",1,3,1,1,3,1,5,5,2,2,"Low"
1.02334,34,"11",42,"3",30,2,24,6,4,1,18,0,14,0,"ADITHYA IAS ACADEMY",1,3,1,1,3,1,5,5,2,2,"Low"
1.02335,35,"12",42,"3",10,2,113,14.1,8,1,18,15,14,0,"MATHA TEACHER TRAINING COLLEGE",2,3,1,1,3,1,5,5,2,2,"Low"
1.02336,36,"13",42,"3",30,2,80,10,8,3,15,0,14,0,"NATIONAL INSTITUTE OF BANK",2,3,1,1,3,1,5,5,2,2,"Low"
1.02338,38,"15",42,"3",20,2,240,15,16,2,14,0,2,0,"TATA (SAKTHI AUTO)",4,3,1,1,3,1,5,5,2,2,"Low"
1.02339,39,"1",42,"4",30,1,256,32,8,1,1,3,0,1,"",4,3,1,1,3,1,5,5,1,1,"Low"
1.0234,40,"2",42,"4",80,1,145,18.1,8,1,2,0,0,1,"",3,3,1,1,3,1,5,5,1,1,"High"
1.02341,41,"3,4,5",42,"4",90,1,816,28.5657137141714,28.5657137141714,3,7,0,0,5,"",4,3,1,1,3,1,5,5,1,1,"High"
1.02342,42,"6",42,"4",100,1,37,8.7,4.2,2,4,0,0,5,"",1,3,1,1,3,1,5,5,1,1,"High"
1.02343,43,"7",42,"4",100,1,36,4.4,8.2,3,7,0,0,15,"",1,3,1,1,3,1,5,5,1,1,"High"
1.02344,44,"8",42,"4",20,1,25,3,8.2,3,7,0,0,15,"",1,3,1,1,3,1,5,5,1,1,"Low"
1.02346,46,"10",42,"4",40,1,42,5.1,8.2,1,7,0,0,15,"",1,3,1,1,3,1,5,5,1,1,"Low"
1.02347,47,"11",42,"4",90,1,36,9,4,1,6,0,0,5,"",1,3,1,1,3,1,5,5,1,1,"High"
1.02349,49,"1,2",42,"7",60,1,154,12.5,12.3,2,10,0,0,1,"",3,3,1,1,3,1,5,5,1,2,"High"
1.0235,50,"3",42,"7",80,1,53,12.5,4.2,1,16,0,0,1,"",1,3,1,1,3,1,5,5,1,2,"High"
1.02351,51,"4",42,"7",80,1,259,15.5,16.7,1,15,0,0,1,"",4,3,1,1,3,1,5,5,1,2,"High"
1.02352,52,"5",42,"7",90,3,116,10.770329614269,10.770329614269,1,14,0,0,5,"",2,3,1,1,3,1,5,5,3,2,"High"
1.02353,53,"6",42,"7",100,3,144,12,12,2,18,0,0,5,"",3,3,1,1,3,1,5,5,3,2,"High"
1.02356,56,"1",42,"11",100,1,104,13,8,3,10,0,0,5,"",2,3,1,1,3,1,5,5,1,2,"High"
1.02357,57,"2",42,"11",80,1,68,8.5,8,1,10,0,0,8,"",2,3,1,1,3,1,5,5,1,2,"High"
1.02358,58,"3",42,"11",10,3,232,29,8,1,11,12,0,3,"",4,3,1,1,3,1,5,5,3,2,"Low"
1.02359,59,"4",42,"11",100,1,200,16,12.5,1,16,0,0,1,"",3,3,1,1,3,1,5,5,1,2,"High"
1.0236,60,"5",42,"11",90,1,277,16.6433169770932,16.6433169770932,3,18,17,0,5,"",4,3,1,1,3,1,5,5,1,2,"High"
1.02361,61,"6",42,"11",50,1,47,11.2,4.2,1,17,0,0,5,"",1,3,1,1,3,1,5,5,1,2,"High"
1.02362,62,"7",42,"11",70,1,81,6.5,12.5,1,13,0,0,5,"",2,3,1,1,3,1,5,5,1,2,"High"
1.02363,63,"8",42,"11",10,2,228,19,12,2,13,0,1,0,"DEEPTI AGENCY",4,3,1,1,3,1,5,5,2,2,"Low"
1.02365,65,"1",42,"12",10,1,128,10.4,12.3,3,1,0,0,7,"",3,3,1,1,3,1,5,5,1,1,"Low"
1.02366,66,"2",42,"12",100,1,159,12.9,12.3,1,1,0,0,1,"",3,3,1,1,3,1,5,5,1,1,"High"
1.02367,67,"3",42,"12",90,1,268,16.3707055437449,16.3707055437449,1,1,3,0,0,"",4,3,1,1,3,1,5,5,1,1,"High"
1.02369,69,"5",42,"12",90,1,163,12.7671453348037,12.7671453348037,1,7,0,0,0,"",3,3,1,1,3,1,5,5,1,1,"High"
1.0237,70,"6",42,"12",80,1,72,18,4,1,9,0,0,0,"",2,3,1,1,3,1,5,5,1,1,"High"
1.02371,71,"7",42,"12",40,2,248,12.4,20,3,8,5,2,0,"STAR CITY",4,3,1,1,3,1,5,5,2,1,"Low"
1.02373,73,"9",42,"12",10,2,144,12,12,3,4,0,14,0,"FATIMA MICHAEL COLLEGE",3,3,1,1,3,1,5,5,2,1,"Low"
1.02376,76,"3",42,"13",100,1,285,17.4,16.4,3,10,0,0,5,"",4,3,1,1,3,1,5,5,1,2,"High"
1.02378,78,"5",42,"13",100,1,34,8,4.2,1,16,0,0,5,"",1,3,1,1,3,1,5,5,1,2,"High"
1.02379,79,"6",42,"13",90,1,150,9,16.7,1,16,0,0,5,"",3,3,1,1,3,1,5,5,1,2,"High"
1.0238,80,"7",42,"13",80,1,103,8.2,12.5,3,14,0,0,1,"",2,3,1,1,3,1,5,5,1,2,"High"
1.02381,81,"1",42,"22",100,1,252,15.8745078663875,15.8745078663875,1,1,0,0,5,"",4,3,1,1,3,1,5,5,1,1,"High"
1.02382,82,"2",42,"22",10,3,72,9,8,1,1,0,0,0,"",2,3,1,1,3,1,5,5,3,1,"Low"
1.02383,83,"3",42,"22",70,3,88,11,8,2,9,0,0,0,"",2,3,1,1,3,1,5,5,3,1,"High"
1.02384,84,"4",42,"22",80,1,380,24.5,15.5,2,4,7,0,5,"",4,3,1,1,3,1,5,5,1,1,"High"
1.02386,1,"1",43,"1",55.55555556,2,360,18,20,3,16,13,5,0,"THANGAMAIL",4,2,2,1,5,3,3,9,2,2,"High"
1.02387,2,"2",43,"1",33.33333333,1,105,10.2469507659596,10.2469507659596,1,10,0,0,1,"",2,2,2,1,5,3,3,9,1,2,"Low"
1.02388,3,"3",43,"1",11.11111111,2,20,5,4,3,10,0,6,0,"WELLTEXX",1,2,2,1,5,3,3,9,2,2,"Low"
1.02391,6,"6",43,"1",11.11111111,2,813,25,32.5,3,11,14,17,0,"AASHIRVAAD",4,2,2,1,5,3,3,9,2,2,"Low"
1.02392,7,"1",43,"2",22.22222222,1,177,23,7.7,1,4,0,0,1,"",3,2,2,1,5,3,3,9,1,1,"Low"
1.02393,8,"2",43,"2",77.77777778,1,199,15.8,12.6,1,9,7,0,5,"",3,2,2,1,5,3,3,9,1,1,"High"
1.024,15,"1",43,"3",66.66666667,1,228,15.0996688705415,15.0996688705415,1,10,16,0,2,"",4,2,2,1,5,3,3,9,1,2,"High"
1.02401,16,"2",43,"3",11.11111111,2,168,14,12,2,13,0,14,0,"VIVEKANANDA WOMEN ENGINEERING COLLEGE",3,2,2,1,5,3,3,9,2,2,"Low"
1.02402,17,"3",43,"3",33.33333333,2,240,12,20,3,18,0,1,0,"MARUTHI SUZUKI",4,2,2,1,5,3,3,9,2,2,"Low"
1.02406,21,"1",43,"4",44.44444444,1,185,9,20.5,3,4,7,0,5,"",3,2,2,1,5,3,3,9,1,1,"Low"
1.02407,22,"2,3",43,"4",66.66666667,1,478,23,20.8,3,9,6,0,2,"",4,2,2,1,5,3,3,9,1,1,"High"
1.02409,24,"1",43,"7",22.22222222,1,124,15.5,8,3,12,10,0,5,"",3,2,2,1,5,3,3,9,1,2,"Low"
1.0241,25,"2",43,"7",88.88888889,1,364,11.2,32.5,3,10,13,0,1,"",4,2,2,1,5,3,3,9,1,2,"High"
1.02411,26,"3",43,"7",11.11111111,1,259,16.0934769394311,16.0934769394311,1,18,0,0,1,"",4,2,2,1,5,3,3,9,1,2,"Low"
1.02418,33,"1",43,"11",77.77777778,1,106,9,11.8,3,10,0,0,3,"",2,2,2,1,5,3,3,9,1,2,"High"
1.02419,34,"2",43,"11",22.22222222,1,68,8,8.5,3,16,0,0,3,"",2,2,2,1,5,3,3,9,1,2,"Low"
1.0242,35,"3",43,"11",22.22222222,1,75,6.5,11.5,3,13,0,0,4,"",2,2,2,1,5,3,3,9,1,2,"Low"
1.02423,38,"6",43,"11",11.11111111,1,132,8,16.5,1,12,0,0,3,"",3,2,2,1,5,3,3,9,1,2,"Low"
1.02429,44,"1",43,"12",44.44444444,1,223,14.9331845230681,14.9331845230681,1,7,4,0,2,"",4,2,2,1,5,3,3,9,1,1,"Low"
1.0243,45,"2",43,"12",55.55555556,2,480,30,16,3,4,6,1,0,"MANZA",4,2,2,1,5,3,3,9,2,1,"High"
1.02431,46,"3",43,"12",11.11111111,2,120,10,12,3,1,0,18,0,"AYUR WIN",2,2,2,1,5,3,3,9,2,1,"Low"
1.02436,51,"1",43,"13",22.22222222,1,220,14.8323969741913,14.8323969741913,3,10,16,0,5,"",4,2,2,1,5,3,3,9,1,2,"Low"
1.02437,52,"2",43,"13",66.66666667,1,42,10.5,4,1,10,0,0,13,"",1,2,2,1,5,3,3,9,1,2,"High"
1.02438,53,"3",43,"13",11.11111111,2,240,20,12,3,13,0,10,0,"QUALITY WORLD",4,2,2,1,5,3,3,9,2,2,"Low"
1.02439,54,"4",43,"13",11.11111111,2,400,25,16,3,11,12,14,0,"SRI CHAKRA EMU & POULTRY FARMS",4,2,2,1,5,3,3,9,2,2,"Low"
1.0244,55,"5",43,"13",11.11111111,2,400,25,16,3,14,15,44,0,"ISHWARIYAA EMU FARMS",4,2,2,1,5,3,3,9,2,2,"Low"
1.02441,56,"1",43,"15",55.55555556,1,403,19.2,21,2,11,17,0,1,"",4,2,2,1,5,3,3,9,1,2,"High"
1.02442,57,"2",43,"15",44.44444444,1,199,12,16.6,1,16,18,0,1,"",3,2,2,1,5,3,3,9,1,2,"Low"
1.02443,58,"3",43,"15",11.11111111,1,235,9.5,24.7,2,16,13,0,1,"",4,2,2,1,5,3,3,9,1,2,"Low"
1.02455,1,"1",44,"1",14.28571429,1,140,8.5,16.5,1,16,13,0,5,"",3,2,3,1,8,5,3,15,1,2,"Low"
1.02456,2,"2",44,"1",85.71428571,2,413,25,16.5,3,18,0,5,0,"THANGAMAIL",4,2,3,1,8,5,3,15,2,2,"High"
1.02457,3,"3",44,"1",14.28571429,1,28,4.2,6.7,3,10,0,6,0,"POOMEX",1,2,3,1,8,5,3,15,1,2,"Low"
1.02465,11,"1",44,"2",28.57142857,1,176,22,8,1,1,0,0,5,"",3,2,3,1,8,5,3,15,1,1,"Low"
1.02466,12,"2",44,"2",42.85714286,1,305,24.4,12.5,2,7,0,0,2,"",4,2,3,1,8,5,3,15,1,1,"Low"
1.02467,13,"3",44,"2",42.85714286,1,139,17,8.2,1,9,6,0,1,"",3,2,3,1,8,5,3,15,1,1,"Low"
1.02474,20,"1",44,"3",71.42857143,1,342,16.5,20.7,2,10,16,0,1,"",4,2,3,1,8,5,3,15,1,2,"High"
1.02475,21,"2",44,"3",71.42857143,1,117,9.5,12.3,1,13,0,0,5,"",2,2,3,1,8,5,3,15,1,2,"High"
1.02488,34,"1",44,"4",42.85714286,1,148,12.5,11.8,2,7,0,0,1,"",3,2,3,1,8,5,3,15,1,1,"Low"
1.02489,35,"2",44,"4",57.14285714,1,295,21.4,13.8,2,4,0,0,1,"",4,2,3,1,8,5,3,15,1,1,"High"
1.0249,36,"3",44,"4",14.28571429,1,46,5.8,8,2,1,0,0,1,"",1,2,3,1,8,5,3,15,1,1,"Low"
1.02501,47,"1",44,"5",42.85714286,1,94,7.5,12.5,1,10,0,0,5,"",2,2,3,1,8,5,3,15,1,2,"Low"
1.02502,48,"2",44,"5",57.14285714,1,392,19.7989898732233,19.7989898732233,2,16,13,0,5,"",4,2,3,1,8,5,3,15,1,2,"High"
1.02509,55,"1",44,"7",28.57142857,1,425,17,25,3,10,16,0,5,"",4,2,3,1,8,5,3,15,1,2,"Low"
1.0251,56,"2",44,"7",85.71428571,1,152,19,8,3,13,0,0,5,"",3,2,3,1,8,5,3,15,1,2,"High"
1.02517,63,"1,2",44,"15",14.28571429,1,374,11.5,32.5,2,10,13,0,4,"",4,2,3,1,8,5,3,15,1,2,"Low"
1.02518,64,"3",44,"15",85.71428571,1,122,10,12.2,1,15,0,0,4,"",3,2,3,1,8,5,3,15,1,2,"High"
1.02526,72,"1",44,"16",71.42857143,2,330,20,16.5,3,5,0,5,0,"KALYAN JEWELLERY",4,2,3,1,8,5,3,15,2,1,"High"
1.02527,73,"2",44,"16",42.85714286,1,159,13,12.2,3,4,0,0,10,"",3,2,3,1,8,5,3,15,1,1,"Low"
1.02534,1,"1",45,"1",18.75,2,40,5,8,3,15,0,6,0,"WELLTEXX",1,2,1,1,2,1,3,3,2,2,"Low"
1.02535,2,"2",45,"1",31.25,3,17,1,16.5,1,10,16,0,0,"",1,2,1,1,2,1,3,3,3,2,"Low"
1.02536,3,"3",45,"1",37.5,2,240,15,16,3,12,0,41,0,"TATA ACE",4,2,1,1,2,1,3,3,2,2,"Low"
1.02537,4,"4",45,"1",50,1,439,20.952326839757,20.952326839757,3,10,13,0,1,"",4,2,1,1,2,1,3,3,1,2,"High"
1.02539,6,"6",45,"1",9.375,2,400,25,16,3,14,17,5,0,"THANGAMAIL",4,2,1,1,2,1,3,3,2,2,"Low"
1.02541,8,"8",45,"1",15.625,2,26,4,6.5,1,13,0,6,0,"THE RAYMOND SHOP",1,2,1,1,2,1,3,3,2,2,"Low"
1.02542,9,"1",45,"2",12.5,1,165,7.5,22,2,1,7,0,5,"",3,2,1,1,2,1,3,3,1,1,"Low"
1.02543,10,"2",45,"2",31.25,1,115,9.2,12.5,3,1,0,0,8,"",2,2,1,1,2,1,3,3,1,1,"Low"
1.02544,11,"3",45,"2",18.75,1,98,9.89949493661167,9.89949493661167,1,4,0,0,5,"",2,2,1,1,2,1,3,3,1,1,"Low"
1.02545,12,"4",45,"2",31.25,1,348,18.6547581061776,18.6547581061776,1,9,6,0,13,"",4,2,1,1,2,1,3,3,1,1,"Low"
1.02546,13,"5",45,"2",9.375,1,29,7.5,3.8,3,4,0,0,5,"",1,2,1,1,2,1,3,3,1,1,"Low"
1.02548,15,"7",45,"2",3.125,2,20,5,4,1,4,0,14,0,"SREE VIDHYA MANTHIR TEACHER TRAINING",1,2,1,1,2,1,3,3,2,1,"Low"
1.0255,17,"9",45,"2",3.125,2,64,8,8,1,6,0,1,0,"BASKARAN IAS ACADEMY",2,2,1,1,2,1,3,3,2,1,"Low"
1.02551,18,"10",45,"2",31.25,1,418,20.4450483002609,20.4450483002609,1,2,3,0,1,"",4,2,1,1,2,1,3,3,1,1,"Low"
1.02552,19,"11",45,"2",3.125,2,56,7,8,2,9,0,14,0,"RAMA GROUP OF INSTITUTIONS",1,2,1,1,2,1,3,3,2,1,"Low"
1.02555,22,"14",45,"2",6.25,3,40,5,8,1,2,0,0,0,"",1,2,1,1,2,1,3,3,3,1,"Low"
1.02557,24,"1",45,"3",50,1,146,12.0830459735946,12.0830459735946,1,10,16,0,1,"",3,2,1,1,2,1,3,3,1,2,"High"
1.02558,25,"2",45,"3",31.25,2,40,5,8,2,10,0,14,0,"SRI GANESHA COLLEGE",1,2,1,1,2,1,3,3,2,2,"Low"
1.02559,26,"3",45,"3",15.625,2,62,8,7.8,1,16,0,14,0,"VYSYA SCHOOL OF MFT & IT",2,2,1,1,2,1,3,3,2,2,"Low"
1.0256,27,"4",45,"3",9.375,2,355,22.2,16,3,18,0,10,0,"SAMSUNG",4,2,1,1,2,1,3,3,2,2,"Low"
1.02563,30,"7",45,"3",9.375,2,19,5,3.8,2,12,0,28,0,"UNIQUE MANUFACTURING CO.",1,2,1,1,2,1,3,3,2,2,"Low"
1.02565,32,"9",45,"3",3.125,2,400,16,25,3,17,14,1,0,"FORCE",4,2,1,1,2,1,3,3,2,2,"Low"
1.02566,33,"10",45,"3",3.125,3,47,6,7.9,1,11,0,0,0,"",1,2,1,1,2,1,3,3,3,2,"Low"
1.02567,34,"11",45,"3",9.375,2,47,6,7.9,2,11,0,14,0,"SAIRAM COLLEGE",1,2,1,1,2,1,3,3,2,2,"Low"
1.02568,35,"12",45,"3",6.25,2,240,20,12,3,15,0,5,0,"ARRS THANGAMALI",4,2,1,1,2,1,3,3,2,2,"Low"
1.02569,36,"13",45,"3",3.125,2,180,15,12,3,13,0,14,0,"VINAYAKA MISSION'S KIRUPANANDA VARIYAR ENGINEERING COLLEGE",3,2,1,1,2,1,3,3,2,2,"Low"
1.0257,37,"1",45,"4",32.25806452,1,256,32,8,1,1,3,0,1,"",4,2,1,1,2,1,3,3,1,1,"Low"
1.02571,38,"2",45,"4",48.38709677,1,129,10.5,12.3,3,9,0,0,1,"",3,2,1,1,2,1,3,3,1,1,"Low"
1.02572,39,"3",45,"4",19.35483871,1,217,13,16.7,3,7,0,0,1,"",4,2,1,1,2,1,3,3,1,1,"Low"
1.02573,40,"4",45,"4",19.35483871,1,176,22,8,3,4,0,0,15,"",3,2,1,1,2,1,3,3,1,1,"Low"
1.02574,41,"5",45,"4",3.225806452,1,106,13.2,8,1,6,0,0,5,"",2,2,1,1,2,1,3,3,1,1,"Low"
1.02576,43,"7",45,"4",29.03225806,1,104,13,8,3,2,0,0,15,"",2,2,1,1,2,1,3,3,1,1,"Low"
1.02577,44,"1",45,"7",62.5,1,316,17.7763888346312,17.7763888346312,1,16,0,0,13,"",4,2,1,1,2,1,3,3,1,2,"High"
1.02578,45,"2",45,"7",40.625,1,294,23.5,12.5,2,10,0,0,1,"",4,2,1,1,2,1,3,3,1,2,"Low"
1.02579,46,"3",45,"7",25,3,40,5,8,1,18,0,0,0,"",1,2,1,1,2,1,3,3,3,2,"Low"
1.0258,47,"4",45,"7",15.625,3,63,7,9,1,18,0,0,0,"",2,2,1,1,2,1,3,3,3,2,"Low"
1.02582,49,"6",45,"7",3.125,3,40,5,8,1,13,0,0,0,"",1,2,1,1,2,1,3,3,3,2,"Low"
1.02583,50,"7",45,"7",3.125,3,80,10,8,1,13,0,0,0,"",2,2,1,1,2,1,3,3,3,2,"Low"
1.02586,53,"10",45,"7",15.625,1,173,13.8,12.5,1,3,0,0,5,"",3,2,1,1,2,1,3,3,1,1,"Low"
1.0259,57,"1",45,"13",34.375,2,400,25,16,3,11,12,44,0,"PAIRAVI EMU FARMS",4,2,1,1,2,1,3,3,2,2,"Low"
1.02591,58,"2",45,"13",53.125,2,320,20,16,3,13,15,44,0,"TVS EMU FARMS",4,2,1,1,2,1,3,3,2,2,"High"
1.02592,59,"3",45,"13",18.75,2,400,25,16,3,15,14,10,0,"SATHYA ELECTRONICS",4,2,1,1,2,1,3,3,2,2,"Low"
1.02593,60,"4",45,"13",25,1,275,16.583123951777,16.583123951777,3,10,0,0,5,"",4,2,1,1,2,1,3,3,1,2,"Low"
1.02594,61,"5",45,"13",6.25,1,55,13.2,4.2,1,16,0,0,1,"",1,2,1,1,2,1,3,3,1,2,"Low"
1.02595,62,"6",45,"13",9.375,2,26,4,6.5,1,10,0,31,0,"KGR RETAIL SHOPE",1,2,1,1,2,1,3,3,2,2,"Low"
1.02597,64,"1",45,"20",31.25,2,400,25,16,3,1,3,44,0,"SRI CHAKRA EMU & POULTRY FARMS",4,2,1,1,2,1,3,3,2,1,"Low"
1.02598,65,"2",45,"20",37.5,2,400,25,16,3,4,6,16,0,"JAISURYAS DEPARTMENT STORE",4,2,1,1,2,1,3,3,2,1,"Low"
1.02599,66,"3",45,"20",18.75,2,813,25,32.5,3,2,5,44,0,"CHELLAM EMU FARMS",4,2,1,1,2,1,3,3,2,1,"Low"
1.026,67,"1",45,"23",43.75,1,194,15.5,12.5,3,10,0,0,15,"",3,2,1,1,2,1,3,3,1,2,"Low"
1.02601,68,"2",45,"23",65.625,1,64,16,4,1,16,0,0,1,"",2,2,1,1,2,1,3,3,1,2,"High"
1.02602,69,"3",45,"23",9.375,2,240,15,16,3,13,0,6,0,"WELLTEXX",4,2,1,1,2,1,3,3,2,2,"Low"
1.02603,70,"4",45,"23",3.125,1,163,13,12.5,1,12,0,0,1,"",3,2,1,1,2,1,3,3,1,2,"Low"
1.02606,73,"1",45,"24",43.75,2,813,25,32.5,3,2,5,1,0,"SKODA",4,2,1,1,2,1,3,3,2,1,"Low"
1.02607,74,"2",45,"24",62.5,2,400,25,16,3,4,0,41,0,"BOLERO MAXITRUCK",4,2,1,1,2,1,3,3,2,1,"High"
1.02608,75,"3",45,"24",56.25,2,120,10,12,3,1,0,6,0,"ZUARI DESIGNER COLLECTION",2,2,1,1,2,1,3,3,2,1,"High"
1.02609,76,"4",45,"24",3.125,1,124,11.13552872566,11.13552872566,1,1,7,0,1,"",3,2,1,1,2,1,3,3,1,1,"Low"
1.02614,3,"3",46,"1",50,1,239,14.5,16.5,3,12,0,0,1,"",4,1,2,1,4,3,1,7,1,2,"High"
1.02616,5,"5",46,"1",50,2,61,7.6,8,3,15,0,14,0,"AMRITHA INTERNATIONAL INSTITUTE OF HOTEL MGT",2,1,2,1,4,3,1,7,2,2,"High"
1.02617,6,"6",46,"1",50,1,217,10.5,20.7,3,11,0,0,5,"",4,1,2,1,4,3,1,7,1,2,"High"
1.02618,7,"7",46,"1",50,2,125,10.4,12,3,14,0,7,5,"NISARGALAYA",3,1,2,1,4,3,1,7,2,2,"High"
1.02621,10,"3",46,"2",50,3,179,47,3.8,3,7,9,0,0,"",3,1,2,1,4,3,1,7,3,1,"High"
1.02623,12,"5",46,"2",100,3,179,47,3.8,3,7,9,0,0,"",3,1,2,1,4,3,1,7,3,1,"High"
1.02626,15,"8",46,"2",50,1,116,14.5,8,1,6,0,0,5,"",2,1,2,1,4,3,1,7,1,1,"High"
1.02627,16,"9",46,"2",50,1,96,12,8,1,5,0,0,5,"",2,1,2,1,4,3,1,7,1,1,"High"
1.02628,17,"1",46,"3",50,1,305,24.4,12.5,3,10,0,0,1,"",4,1,2,1,4,3,1,7,1,2,"High"
1.02631,20,"5",46,"3",50,1,128,11.3137084989848,11.3137084989848,1,15,0,0,13,"",3,1,2,1,4,3,1,7,1,2,"High"
1.02634,23,"8",46,"3",50,2,56,7,8,2,14,0,25,0,"PATIALA STATE BANK OF INDIA",1,1,2,1,4,3,1,7,2,2,"High"
1.02635,24,"9",46,"3",100,2,80,10,8,3,14,0,36,0,"MUSLI POWER",2,1,2,1,4,3,1,7,2,2,"High"
1.02636,25,"1,2,3",46,"4",50,1,110,36.5,3,3,10,15,0,5,"",2,1,2,1,4,3,1,7,1,2,"High"
1.02639,28,"6",46,"4",50,1,120,14.3,8.4,1,14,0,0,5,"",2,1,2,1,4,3,1,7,1,2,"High"
1.0264,29,"1",46,"7",50,1,200,10,20,3,10,0,0,5,"",3,1,2,1,4,3,1,7,1,2,"High"
